"target_id","frame","time_s","x","y","z","vx","vy","vz"
2,10,0.36,122.396071912848,51.3493266157186,1034.64331700634,221.886460743744,153.840580941591,280.71714102268
2,11,0.4,131.327717180985,57.4486081888271,1045.84385843662,222.660985890164,151.042300652626,283.182124724111
2,12,0.44,140.234872877366,63.415431323332,1057.14040692934,221.511304871018,149.23851470169,286.165323464842
2,13,0.48,149.088984412147,69.3899732288022,1068.53920533045,220.621817033575,148.846416170315,283.626594481343
2,14,0.52,157.957898350501,75.3656558706381,1079.85846025472,223.105946153048,148.815899237942,282.043017702944
2,15,0.56,160,81.2306869601489,1091.18507456204,-222.078036441233,148.845022583322,281.521146562527
2,16,0.6,151.187193264545,87.1164358299342,1102.44515564263,-222.028955223469,148.842508605603,280.653281149278
2,17,0.64,142.287303085156,93.0773060940334,1113.62637449625,-218.932605362651,148.10226193959,284.576331662997
2,18,0.68,133.501824381856,98.9978202905024,1124.92495637176,-217.320756878818,145.147078379439,278.629820237033
2,19,0.72,124.747113144038,104.791424708442,1136.05241328543,-218.526641538746,143.844030305003,282.145163255597
2,20,0.76,116.005168299725,110.552358209666,1147.30307782386,-221.626095353167,149.34436032846,284.240009752346
2,21,0.8,107.182524741746,116.547846050885,1158.64416301867,-221.541882807734,147.540562525883,286.919176171991
2,22,0.84,98.3579778714702,122.464178450809,1170.11213340412,-223.716416188957,147.83136198412,291.844776673527
2,23,0.88,89.451981390146,128.411698746614,1181.85132771608,-221.213089448428,152.049173366043,293.26540187938
2,24,0.92,80.5353220738244,130,1193.58839640781,-222.236537915017,-152.351048068349,294.14948067006
3,1,0,-14.6159210339255,68.0286978725182,1053.01141627496,737.278722614325,-480.72270659987,-2.85303116443285
3,2,0.04,14.7890742159628,48.8006325797998,1052.88588563811,735.439872389837,-485.069035464803,-4.15178527333988
3,3,0.08,44.23092990333,29.3851358622406,1052.72234116299,734.663373178367,-485.903081556858,-6.48013560364982
3,4,0.12,73.6977333365608,9.93727726984407,1052.41816160211,736.885771071618,-483.956083444011,-3.96587825195506
3,5,0.16,103.255207388573,-9.54489631340456,1052.29000424195,739.244670405319,-483.169055891087,-6.34559558611571
3,6,0.2,132.80852691116,-28.9393474661417,1051.98580175075,737.930161974055,-478.643173883203,-6.17021552717144
3,7,0.24,160,-48.1133949516199,1051.74603694013,-736.746747080513,-480.564583817415,-7.34013151700582
3,8,0.28,130.560460538334,-67.3493843585373,1051.49419016482,-736.348706633107,-480.66773343117,-9.15654187597801
3,9,0.32,101.053743458865,-86.5303525463242,1051.13311417035,-734.049443284785,-482.488724078969,-11.3641813090093
3,10,0.36,71.6162544411221,-105.904559018934,1050.63989969107,-731.863445053636,-480.018527718566,-11.0200481057162
3,11,0.4,42.3472819801185,-125.079548796693,1050.22179378291,-732.001470302389,-482.720120348394,-9.42133296334885
3,12,0.44,13.0524386559001,-130,1049.82135095138,-735.759230467289,484.623810528151,-4.87501973348588
3,13,0.48,-16.3685688221722,-110.721675152974,1049.62373427281,-735.633542783198,486.044266802934,-6.05963452810887
3,14,0.52,-45.7801222714469,-91.2502270314933,1049.47893471706,-733.797983516867,482.898557297184,-4.07435106527583
3,15,0.56,-75.1098934917921,-71.9479832086864,1049.35364272078,-735.797526742983,483.996977885949,-3.51480865636529
3,16,0.6,-104.499456963296,-52.6680674407538,1049.14471145234,-731.337904688213,484.769975778845,-2.1942772812712
3,17,0.64,-133.765731908638,-33.2645236103226,1048.95189812138,-729.521733208317,482.597469562278,-2.62533071049316
3,18,0.68,-160,-13.9508275246952,1048.8035077865,730.760120481645,483.085491878116,-1.88184394364227
3,19,0.72,-130.740625674019,5.3230271413111,1048.69550091441,732.574383825213,482.446080601131,0.44828793826642
3,20,0.76,-101.46636590123,24.6785228630449,1048.77996172937,734.098370701317,483.564823071218,3.64681555038915
3,21,0.8,-72.1069786411547,43.9541637644979,1048.91393348543,730.032228040245,484.738751414262,3.96798861538404
3,22,0.84,-42.9004632124364,63.3701190791317,1049.02805712559,730.668230346269,484.391736234598,2.14276625359858
3,23,0.88,-13.7590384141163,82.7767122411522,1049.10874314166,733.801381048932,482.702045771269,4.33806482249885
3,24,0.92,15.6069138955927,102.048907538016,1049.28049053589,736.020360186678,483.774696302308,3.61136790617781
4,1,0,-9.49506403695177,23.3712249987123,1156.71617365634,-757.662922312196,299.577529323146,-198.096883725557
4,2,0.04,-39.7310184126102,35.2856587911343,1148.76129928219,-754.312567419063,300.801393444614,-198.561295016883
4,3,0.08,-69.8755638085443,47.2641777103018,1140.76506479723,-756.052417314,300.27918200958,-199.549686345678
4,4,0.12,-100.17797386954,59.3688024163861,1132.74817541937,-756.535606551844,302.473499808245,-201.442911847973
4,5,0.16,-130.491773496878,71.4269406715439,1124.71431105863,-757.21151734945,302.428596095931,-201.647013763398
4,6,0.2,-160,83.5613407163873,1116.64671204143,760.124469334154,301.180814802655,-201.986210308368
4,7,0.24,-129.536079622273,95.5967531251126,1108.55962559584,759.269827111897,301.067069308853,-204.876977500082
4,8,0.28,-99.078323406631,107.644834816139,1100.38399778218,762.424635876089,300.5642922604,-204.988226171794
4,9,0.32,-68.582378674152,119.775068982186,1092.17990395711,762.757499033145,300.025021460043,-203.299278955509
4,10,0.36,-38.0070105176912,130,1084.05574033825,759.746140695392,-302.014887354865,-200.811462140371
4,11,0.4,-7.61883952092969,117.900409410449,1076.08259415265,757.510525378226,-303.685026764198,-197.809838745037
4,12,0.44,22.7231114935074,105.731927569002,1068.16068514293,756.334838165815,-305.055932655353,-195.800190380053
4,13,0.48,52.9408178871946,93.4376036476674,1060.28668086201,755.208526004615,-307.491643889523,-199.440826085804
4,14,0.52,83.1307008385361,81.2357811349726,1052.37441114579,756.338056236162,-309.654238217922,-201.324778272818
4,15,0.56,113.372944737848,68.8997481749559,1044.34720881159,751.985599535046,-307.899635755293,-199.639707601282
4,16,0.6,143.449986156895,56.5518874025276,1036.27668152828,752.551675369108,-312.404815920602,-198.171007227402
4,17,0.64,160,44.0256989444223,1028.32391939635,-753.221259467406,-312.340779066577,-195.697172848513
4,18,0.68,129.873755245738,31.5253505326917,1020.46867302513,-755.742685428316,-313.707990635126,-196.024047239448
4,19,0.72,99.6237956047629,18.950301759968,1012.70073857446,-752.661362807435,-312.302028626249,-196.151544475047
4,20,0.76,69.4831331359257,6.4104646409411,1004.84100220064,-755.547262257198,-312.35641193307,-193.028758517765
4,21,0.8,39.2154667063296,-6.08359812447223,997.117782412934,-756.924569595567,-312.616921230336,-192.718572942458
4,22,0.84,8.99748180161755,-18.5396136661684,990,-757.13083459736,-307.620774018143,194.273094674482
4,23,0.88,-21.2527694871067,-30.8434033163192,997.694712095234,-758.909067029418,-308.837513462063,193.846968865954
4,24,0.92,-51.541179831119,-43.175362293908,1005.53257722503,-755.062274604794,-309.915520590684,193.074411263775
