"target_id","frame","time_s","x","y","z","vx","vy","vz"
24,18,0.68,-212.400711454085,-39.0642053120796,1065.5001124454,-831.237555398251,303.447209394462,62.3488596711437
24,19,0.72,-245.650213670015,-26.9263169363011,1067.99406683225,-831.237555398251,303.447209394462,62.3488596711437
24,20,0.76,-278.899715885945,-14.7884285605226,1070.48802121909,-831.237555398251,303.447209394462,62.3488596711437
24,21,0.8,-312.149218101875,-2.65054018474413,1072.98197560594,-831.237555398251,303.447209394462,62.3488596711437
24,22,0.84,-345.398720317805,9.48734819103435,1075.47592999279,-831.237555398251,303.447209394462,62.3488596711437
24,23,0.88,-378.648222533735,21.6252365668128,1077.96988437963,-831.237555398251,303.447209394462,62.3488596711437
24,24,0.92,-411.897724749665,33.7631249425913,1080.46383876648,-831.237555398251,303.447209394462,62.3488596711437
27,14,0.52,83.6497188450465,46.1738462071127,1017.42344997074,-79.1305761947031,302.450052500699,-60.245068188695
27,15,0.56,80.4844957972584,58.2718483071406,1015.0136472432,-79.1305761947031,302.450052500699,-60.245068188695
27,16,0.6,77.3192727494703,70.3698504071686,1012.60384451565,-79.1305761947031,302.450052500699,-60.245068188695
27,17,0.64,74.1540497016822,82.4678525071965,1010.1940417881,-79.1305761947031,302.450052500699,-60.245068188695
27,18,0.68,70.9888266538941,94.5658546072244,1007.78423906055,-79.1305761947031,302.450052500699,-60.245068188695
27,19,0.72,67.823603606106,106.663856707252,1005.374436333,-79.1305761947031,302.450052500699,-60.245068188695
27,20,0.76,64.6583805583178,118.76185880728,1002.96463360546,-79.1305761947031,302.450052500699,-60.245068188695
27,21,0.8,61.4931575105297,130.859860907308,1000.55483087791,-79.1305761947031,302.450052500699,-60.245068188695
27,22,0.84,58.3279344627416,142.957863007336,998.145028150362,-79.1305761947031,302.450052500699,-60.245068188695
27,23,0.88,55.1627114149535,155.055865107364,995.735225422814,-79.1305761947031,302.450052500699,-60.245068188695
27,24,0.92,51.9974883671653,167.153867207392,993.325422695266,-79.1305761947031,302.450052500699,-60.245068188695
35,17,0.64,33.6660782394236,104.925865472292,987.385166418289,-273.746693189734,356.734825778706,-625.535029254068
35,18,0.68,22.7162105118342,119.19525850344,962.363765248126,-273.746693189734,356.734825778706,-625.535029254068
35,19,0.72,11.7663427842449,133.464651534588,937.342364077963,-273.746693189734,356.734825778706,-625.535029254068
35,20,0.76,0.816475056655502,147.734044565737,912.3209629078,-273.746693189734,356.734825778706,-625.535029254068
35,21,0.8,-10.1333926709339,162.003437596885,887.299561737638,-273.746693189734,356.734825778706,-625.535029254068
35,22,0.84,-21.0832603985232,176.272830628033,862.278160567475,-273.746693189734,356.734825778706,-625.535029254068
35,23,0.88,-32.0331281261126,190.542223659181,837.256759397312,-273.746693189734,356.734825778706,-625.535029254068
35,24,0.92,-42.982995853702,204.81161669033,812.235358227149,-273.746693189734,356.734825778706,-625.535029254068
40,19,0.72,123.831346317452,117.404418325861,1170.3314585539,-121.001898188583,234.499119145232,433.973566744325
40,20,0.76,118.991270389909,126.78438309167,1187.69040122367,-121.001898188583,234.499119145232,433.973566744325
40,21,0.8,114.151194462366,136.16434785748,1205.04934389344,-121.001898188583,234.499119145232,433.973566744325
40,22,0.84,109.311118534822,145.544312623289,1222.40828656322,-121.001898188583,234.499119145232,433.973566744325
40,23,0.88,104.471042607279,154.924277389098,1239.76722923299,-121.001898188583,234.499119145232,433.973566744325
40,24,0.92,99.6309666797358,164.304242154908,1257.12617190276,-121.001898188583,234.499119145232,433.973566744325
41,20,0.76,37.2888287514592,-14.5706502351071,1049.66863281025,-698.479158116651,-385.214360942931,261.542093035452
41,21,0.8,9.34966242679319,-29.9792246728244,1060.13031653167,-698.479158116651,-385.214360942931,261.542093035452
41,22,0.84,-18.5895038978729,-45.3877991105416,1070.59200025309,-698.479158116651,-385.214360942931,261.542093035452
41,23,0.88,-46.5286702225389,-60.7963735482589,1081.0536839745,-698.479158116651,-385.214360942931,261.542093035452
41,24,0.92,-74.467836547205,-76.2049479859761,1091.51536769592,-698.479158116651,-385.214360942931,261.542093035452
45,22,0.84,12.0530395808558,60.8897632891424,1134.31838403789,-156.950528994387,-432.364331192337,199.347940976706
45,23,0.88,5.77501842108029,43.5951900414489,1142.29230167696,-156.950528994387,-432.364331192337,199.347940976706
45,24,0.92,-0.503002738695187,26.3006167937554,1150.26621931603,-156.950528994387,-432.364331192337,199.347940976706
