"frame","error_mm","x_true","y_true","z_true","x_est","y_est","z_est","reproj_err"
5,1.52769567482505,-130.491773496878,71.4269406715439,1124.71431105863,-130.272051980788,70.7184241983015,1123.37880331347,0.0365698015056966
6,0.804805527535046,131.411861770655,-95.2157646456613,1004.76023438123,130.967343953598,-95.3225734785731,1005.42258453083,0.14236893631456
6,0.943463316449245,132.80852691116,-28.9393474661417,1051.98580175075,132.24877166542,-29.0563703160148,1051.23540002704,0.05186835985779
6,0.756573917230548,87.0196300031655,26.1375675520837,990,86.7473314708042,25.6872034357628,989.456465489377,0.000323351264739536
6,0.915760858961327,-160,83.5613407163873,1116.64671204143,-160.222328573807,83.0979643476394,1115.88877385335,0.0404439587307231
7,0.688665453499312,124.346764121384,-77.9685037391197,995.295521930402,123.851666607727,-78.2256384195651,995.69927967327,0.0807760226611907
7,0.728774084615848,160,-48.1133949516199,1051.74603694013,159.608750916375,-48.6757744705118,1051.99456278929,0.0544727287352713
7,1.37604718012975,95.9694246675508,32.5878111849372,1001.18444828383,95.6369566066136,32.2775014687051,1002.48317023652,0.119073356776325
7,0.613552276933127,-129.536079622273,95.5967531251126,1108.55962559584,-129.804068013165,95.1017824863883,1108.80382364185,0.0232503133966352
8,27.4591963182824,130.560460538334,-67.3493843585373,1051.49419016482,124.794377084629,-64.1862181347901,1024.83421785629,0.0554284698139696
8,1.17015638204038,104.85143826569,38.9883733166315,1012.18878100527,104.539747733422,38.6567607057824,1013.26681071119,0.0987548067473136
8,1.15737246647126,-99.078323406631,107.644834816139,1100.38399778218,-99.2059854072911,107.053191742003,1099.39750302164,8.17325127028379e-05
9,1.88154748197832,101.053743458865,-86.5303525463242,1051.13311417035,100.803979762748,-86.8086378889086,1049.2890978225,0.0329350429395465
9,0.530095867693599,110.134159031476,-43.0864585418373,999.454655072307,109.760417178388,-43.4603846090423,999.41595168149,0.0469199175980212
9,1.17195382886942,113.616448998743,45.1639614595896,1023.36922790265,113.444700263988,44.8014679832074,1024.47039847467,0.0500094836852676
9,0.900380747460911,-68.582378674152,119.775068982186,1092.17990395711,-69.1139731813704,119.125235648473,1092.50518753907,0.00195936696447577
10,0.947100488344962,71.6162544411221,-105.904559018934,1050.63989969107,71.2719409699203,-106.371498725577,1051.38850831975,0.00244400365014564
10,0.890847275856054,103.048880355535,-25.5310380712051,1008.98560196525,102.692192956707,-25.8679132466894,1008.24203079545,0.000109674551522811
10,1.85417110286248,122.396071912848,51.3493266157186,1034.64331700634,122.243851103727,51.3175029960324,1036.49095510976,0.147523566690359
10,2.80133573991757,-38.0070105176912,130,1084.05574033825,-38.0209416583259,129.178434875932,1081.3776218573,0.0689314875932871
11,4.16067300947494,42.3472819801185,-125.079548796693,1050.22179378291,42.1626040799232,-125.202263069709,1046.06703323961,0.0934621980913616
11,1.19179919523308,95.959161018721,-7.97720532047573,1018.542084215,95.5466504816734,-8.03251521178583,1017.42532050029,0.0230932056196053
11,0.532842249093106,131.327717180985,57.4486081888271,1045.84385843662,131.09898711381,57.1302601901093,1046.20477112759,0.00289938918620941
11,1.09045213211002,-7.61883952092969,117.900409410449,1076.08259415265,-7.90561019708858,117.247761441332,1075.25742807232,0.0536983216160983
12,3.65962110997311,13.0524386559001,-130,1049.82135095138,12.5054868161437,-130.789565145792,1053.35267608993,0.057516094383257
12,1.94350711417306,88.957824533343,9.64807056116928,1028.22042368969,88.6629730008003,9.40152829709208,1030.12554819707,0.0625342591343764
12,1.26400990449373,140.234872877366,63.415431323332,1057.14040692934,139.794239863395,62.9574824930373,1058.23303973797,0.0524856070573698
12,2.13457987258498,22.7231114935074,105.731927569002,1068.16068514293,22.503998584902,105.405257789728,1070.25870983798,0.0587885629279822
13,3.80931226229788,-16.3685688221722,-110.721675152974,1049.62373427281,-16.3809364003777,-110.552196262101,1045.8182140902,0.0655581503717137
13,1.80422118493849,81.9485796013915,27.2146506524064,1037.69100049962,81.5024532038467,27.0509845462624,1035.95048370071,0.0532624621938406
13,2.09826943611643,149.088984412147,69.3899732288022,1068.53920533045,148.774393702566,68.8713682572027,1066.53052013973,0.0325012207000676
13,3.69079234533859,52.9408178871946,93.4376036476674,1060.28668086201,52.7799131942454,92.7195999122385,1056.66997954008,0.0653284786255705
14,0.848580719477592,-45.7801222714469,-91.2502270314933,1049.47893471706,-46.1850768548058,-91.6184670898701,1050.12739464819,0.023894348904114
14,1.17002017497084,74.8588179073407,44.8620364971793,1047.20851851319,74.4423358903962,44.4557100326025,1046.19343785453,0.0972030578148576
14,0.397948782752071,157.957898350501,75.3656558706381,1079.85846025472,157.667711856542,75.0955389669475,1079.89298402563,0.00388955394226644
14,0.849333747098749,83.1307008385361,81.2357811349726,1052.37441114579,83.0690769094978,80.565010359452,1051.85707482188,0.0268063708142264
15,0.869290352325471,-75.1098934917921,-71.9479832086864,1049.35364272078,-75.1243946033312,-72.2608929838576,1048.5427525266,0.0241119071406482
15,0.541313468859571,67.7356648559573,62.3854636414433,1056.66275508932,67.4128234772797,62.1148369495425,1057.00268877317,0.0502161755104236
15,1.09497425472006,113.372944737848,68.8997481749559,1044.34720881159,113.214682843625,68.3654850967815,1045.28980350425,0.0805121669269238
15,0.516431046837429,160,81.2306869601489,1091.18507456204,159.817497141798,80.9141941396298,1091.5500759695,0.0818873364747241
16,2.63511805528985,-104.499456963296,-52.6680674407538,1049.14471145234,-104.318695873259,-52.9933493694913,1046.53600214303,0.0459027877865914
16,0.923894205556305,143.449986156895,56.5518874025276,1036.27668152828,143.151296612483,56.0756991746026,1035.54346271325,0.0384664247192922
16,0.621997461260414,60.7003107614968,79.750605365879,1066.20854788639,60.4423054878857,79.4588192455596,1066.69349631725,0.128925193692324
16,0.616575988336336,151.187193264545,87.1164358299342,1102.44515564263,150.885456794128,86.6509340502532,1102.17602900901,0.0344203092408596
17,0.490979789183423,-133.765731908638,-33.2645236103226,1048.95189812138,-134.230446882481,-33.4145818217182,1049.00272803055,0.027288292511521
17,0.978749685119149,160,44.0256989444223,1028.32391939635,159.669381741235,43.4547801770252,1027.60094341187,0.038567747524643
17,1.53628482307699,142.287303085156,93.0773060940334,1113.62637449625,141.902731242458,92.9711617425231,1115.10995426562,0.00770065005260728
17,3.88386399191761,53.6599519405254,97.1421483900685,1075.65962292464,53.1075511341205,97.1842620196619,1079.50377163392,0.159584461104381
18,1.96275433785142,-160,-13.9508275246952,1048.8035077865,-160.803685617607,-14.5279718770325,1050.49861793495,0.0561512413536374
18,1.34546604070763,129.873755245738,31.5253505326917,1020.46867302513,129.695331816025,31.0045505947207,1021.69635839648,0.0138295293941049
18,2.14489165804624,133.501824381856,98.9978202905024,1124.92495637176,133.313258093043,98.8143475360924,1127.05365097829,0.0366298052861986
18,0.72921706793612,46.5522371505675,114.592104277081,1085.1921964792,46.1261154047006,114.551096239359,1085.78253208774,0.0227941362030491
19,1.24541551431834,-130.740625674019,5.3230271413111,1048.69550091441,-131.224697670484,5.00454407197102,1049.79790857044,0.0179794340423911
19,0.681191715871723,99.6237956047629,18.950301759968,1012.70073857446,99.2775533462948,18.43251213429,1012.42499892232,0.0377453404074504
19,3.31184015584503,124.747113144038,104.791424708442,1136.05241328543,124.218413657454,104.077832603471,1132.86187283302,0.0368445813422406
19,1.89485125263608,39.3586809699512,130,1094.77268052783,38.9747815522659,130.115816793777,1096.62461707561,0.03654545538464
20,1.53163103322928,69.4831331359257,6.4104646409411,1004.84100220064,69.3391277210124,5.9918601096759,1006.30726490181,0.0290361441405521
20,2.40994198646305,-101.46636590123,24.6785228630449,1048.77996172937,-101.975820586858,24.3300017882875,1051.10951305137,0.0363547218143669
20,1.04449446253343,116.005168299725,110.552358209666,1147.30307782386,115.802439133986,110.107544762032,1148.22612200722,0.0619762300449959
20,1.07936950563063,32.1219633228008,112.436205028372,1104.36442029396,31.7021870845823,112.255356823031,1105.34223436941,0.0321326816169771
21,2.33770517472001,39.2154667063296,-6.08359812447223,997.117782412934,38.8789159764149,-6.59992635640907,994.862787014488,0.00327912383445867
21,1.01086127585586,-72.1069786411547,43.9541637644979,1048.91393348543,-72.4365455246424,43.477558627692,1048.0856378064,0.0692765576486691
21,0.869359157490666,24.9427830148215,94.9522326612177,1114.0696589674,24.4403426977813,94.8920572564492,1114.77656631153,0.0370261740611275
21,1.5925745968692,107.182524741746,116.547846050885,1158.64416301867,107.092160303471,116.061278754768,1160.1578936358,0.0206186674176842
22,0.523269525355994,8.99748180161755,-18.5396136661684,990,8.75934806295163,-18.9649435836082,990.1902571418,0.00577752262765337
22,2.42657255935181,-42.9004632124364,63.3701190791317,1049.02805712559,-43.6343719374509,63.1369940715393,1051.32920577354,0.0545012073799147
22,1.78392193001253,17.8446016288426,77.4556255857781,1123.79797632206,17.513702324631,77.1100188196438,1122.07941905911,0.0839328938133448
22,1.36489632117982,98.3579778714702,122.464178450809,1170.11213340412,98.1061923488408,122.145117559279,1171.41510929248,0.0649617731001025
23,2.05597492877929,-21.2527694871067,-30.8434033163192,997.694712095234,-21.7344373391609,-31.4430500213487,999.601398439973,0.0305793895158543
23,0.912451600628761,10.8445615822715,59.9270234560933,1133.71148478092,10.1447603322154,59.4233601234688,1133.41287235439,0.13866350711773
23,0.864771330197845,-13.7590384141163,82.7767122411522,1049.10874314166,-14.148832675701,82.3858273511796,1049.77439987749,0.0199705569884818
23,2.93626081962726,89.451981390146,128.411698746614,1181.85132771608,89.2268976041632,127.621781315134,1179.03228615171,0.0459860710336015
24,1.84725661340028,-51.541179831119,-43.175362293908,1005.53257722503,-51.8717233662854,-43.6285626965482,1007.29260772538,0.0515301002982843
24,1.27389975768589,3.75640663749988,42.4635638400293,1143.57835211521,3.30203064773742,42.0201216720117,1144.68276240862,0.0053557020250898
24,2.6697037541544,15.6069138955927,102.048907538016,1049.28049053589,15.6156158316651,101.481535504011,1046.67178752744,0.0484647640263227
24,3.03218069124524,80.5353220738244,130,1193.58839640781,80.1381651299957,129.398253318803,1190.64318214769,0.0407242095944057
